id,number rooms,room type,neighborhood group,price,utilization
39849013,1,Private room,Queens,287,83.21995562
39849566,1,Entire home/apt,Manhattan,97,362.0
39850118,1,Entire home/apt,Manhattan,70,364.0
39851223,3,Entire home/apt,Manhattan,680,94.6809796
39851775,4,Entire home/apt,Brooklyn,805,81.13424164
39852327,1,Private room,Brooklyn,1093,78.10056096
39852880,1,Shared room,Manhattan,90,227.8767182
39853432,2,Entire home/apt,Manhattan,1051,86.59136859
39853984,1,Private room,Manhattan,891,58.29496533
39854536,1,Entire home/apt,Brooklyn,802,97.05362738
39855089,1,Shared room,Manhattan,1129,0.0
39855641,1,Private room,Manhattan,256,129.0229487
39856193,3,Entire home/apt,Brooklyn,1044,62.6911895
39857298,3,Entire home/apt,Queens,649,54.92996153
39857850,1,Entire home/apt,Brooklyn,105,362.4592409
39858403,3,Entire home/apt,Brooklyn,688,96.20249606
39858955,1,Shared room,Queens,407,12.22211544
39859507,2,Entire home/apt,Brooklyn,402,126.0620805
39860612,2,Entire home/apt,Brooklyn,700,99.00077047
39861716,1,Entire home/apt,Brooklyn,97,361.0
39862821,1,Private room,Brooklyn,923,54.232404
39863373,2,Entire home/apt,Brooklyn,288,165.4930492
39863926,1,Private room,Brooklyn,937,33.27317214
39865030,1,Private room,Brooklyn,981,54.2616285
39866135,1,Private room,Brooklyn,653,69.26023953
39866687,2,Entire home/apt,Manhattan,514,165.2817156
39867239,1,Private room,Queens,418,98.64133477
39868344,1,Entire home/apt,Manhattan,814,115.247676
39869449,1,Private room,Bronx,1088,0.0
39870001,1,Entire home/apt,Manhattan,459,152.5249572
39870553,1,Private room,Manhattan,623,96.1756694
39871105,1,Private room,Manhattan,1034,49.76108153
39872210,1,Private room,Brooklyn,939,55.33925543
39872762,1,Entire home/apt,Brooklyn,826,68.52726026
39873867,3,Entire home/apt,Manhattan,812,102.8255624
39874419,1,Entire home/apt,Manhattan,411,106.4841809
39874972,1,Entire home/apt,Brooklyn,325,141.1134897
39875524,1,Entire home/apt,Brooklyn,659,108.8985445
39876076,1,Private room,Queens,1089,14.36904855
39876628,3,Entire home/apt,Manhattan,884,111.2628808
39877733,1,Entire home/apt,Brooklyn,570,131.3260792
39878838,1,Entire home/apt,Manhattan,55,361.0
39879390,2,Entire home/apt,Brooklyn,585,140.9485755
39879942,1,Entire home/apt,Manhattan,568,133.8278801
39880495,1,Private room,Manhattan,54,365.0
39881047,1,Entire home/apt,Brooklyn,280,139.0721015
39881599,1,Private room,Queens,565,52.80622197
39882704,1,Entire home/apt,Manhattan,134,270.3971958
39883256,1,Private room,Brooklyn,993,32.6499741
39883808,1,Private room,Brooklyn,662,82.55685283
39884361,3,Entire home/apt,Brooklyn,1101,55.97533118
39884913,1,Private room,Queens,1017,73.87961917
39885465,1,Entire home/apt,Brooklyn,715,72.81451956
39886018,2,Entire home/apt,Manhattan,662,76.89302794
39886570,1,Private room,Manhattan,1187,13.35527678
39887122,1,Entire home/apt,Manhattan,355,136.462755
39887674,1,Private room,Manhattan,1135,36.43650895
39888227,2,Entire home/apt,Manhattan,54,364.0
39888779,1,Private room,Manhattan,427,75.56440891
39889331,1,Entire home/apt,Brooklyn,361,149.1336338
39889884,1,Private room,Brooklyn,501,51.68741081
39890436,2,Entire home/apt,Brooklyn,729,80.25546481
39890988,4,Entire home/apt,Manhattan,956,59.62742196
39891541,4,Entire home/apt,Brooklyn,500,140.1321712
39893750,1,Entire home/apt,Manhattan,683,152.6868217
39894854,1,Entire home/apt,Manhattan,1154,74.38584474
39895407,1,Private room,Brooklyn,861,84.4065812
39896511,1,Private room,Manhattan,400,100.0167971
39897616,1,Private room,Brooklyn,921,56.20821111
39898168,1,Entire home/apt,Manhattan,640,98.09437235
39898720,2,Entire home/apt,Brooklyn,1031,77.13031359
39899273,1,Private room,Manhattan,976,19.19567413
39900377,1,Private room,Manhattan,302,145.7892807
39900930,1,Private room,Manhattan,1117,47.46128174
39901482,1,Entire home/apt,Brooklyn,456,127.8448402
39902034,1,Entire home/apt,Brooklyn,426,143.2842011
39902587,3,Entire home/apt,Brooklyn,179,218.6946036
39903139,1,Private room,Manhattan,777,74.74049064
39903691,1,Entire home/apt,Queens,116,333.195451
39904796,1,Entire home/apt,Manhattan,427,175.2161472
39905348,1,Entire home/apt,Manhattan,1059,80.21148527
39905900,1,Private room,Queens,1085,32.74707983
39907005,1,Entire home/apt,Brooklyn,308,116.1643082
39907557,1,Private room,Manhattan,146,177.4335133
39908110,3,Entire home/apt,Brooklyn,1197,79.0882001
39909214,1,Private room,Brooklyn,771,52.86370097
39910319,2,Entire home/apt,Manhattan,560,110.9478849
39910871,1,Private room,Manhattan,946,42.6683723
39911976,1,Private room,Manhattan,672,80.41341715
39912528,1,Shared room,Queens,454,48.68794376
39913080,1,Private room,Brooklyn,864,66.44877108
39913633,1,Private room,Manhattan,121,299.3851911
39914185,3,Entire home/apt,Brooklyn,629,139.7871765
39915289,1,Private room,Brooklyn,690,89.20599951
39916394,1,Private room,Manhattan,1167,24.5498068
39916946,1,Entire home/apt,Brooklyn,989,60.58165832
39918603,1,Entire home/apt,Brooklyn,214,183.6730663
39919156,2,Entire home/apt,Manhattan,614,42.05558483
39919708,1,Entire home/apt,Brooklyn,483,155.2993369
39920260,1,Entire home/apt,Brooklyn,448,150.7478151
39920812,1,Entire home/apt,Brooklyn,1021,60.8203595
39921365,2,Entire home/apt,Manhattan,681,94.34384728
39921917,1,Entire home/apt,Brooklyn,191,204.3429298
39922469,1,Entire home/apt,Manhattan,388,127.6022054
39923022,3,Entire home/apt,Manhattan,551,137.2590067
39923574,1,Entire home/apt,Manhattan,92,362.0
39924126,1,Private room,Queens,576,108.0624189
39924679,4,Entire home/apt,Brooklyn,1164,26.76144711
39925231,1,Entire home/apt,Brooklyn,444,130.5465987
39925783,1,Private room,Brooklyn,412,115.21589
39926335,1,Entire home/apt,Brooklyn,990,68.72671902
39926888,1,Private room,Brooklyn,248,152.1887431
39927440,2,Entire home/apt,Manhattan,318,160.3380923
39927992,1,Private room,Manhattan,652,73.68409475
39929097,2,Entire home/apt,Brooklyn,1106,38.81105003
39929649,1,Private room,Brooklyn,747,47.99336314
39930202,1,Private room,Queens,430,133.6174006
39931306,1,Entire home/apt,Brooklyn,1014,83.96985896
39932411,1,Private room,Manhattan,1042,79.94478025
39932963,1,Private room,Brooklyn,195,138.5868798
39933515,1,Private room,Brooklyn,1067,41.33026726
39934068,1,Private room,Brooklyn,883,66.08162397
39934620,1,Private room,Manhattan,539,62.06379938
39935172,1,Entire home/apt,Brooklyn,368,122.854005
39936277,1,Private room,Manhattan,66,361.0
39936829,1,Entire home/apt,Manhattan,1105,48.85897509
39937381,1,Entire home/apt,Brooklyn,490,130.2391879
39937934,1,Private room,Brooklyn,1164,6.147853633
39938486,2,Entire home/apt,Brooklyn,310,163.216213
39939038,1,Private room,Brooklyn,623,46.44292604
39939591,1,Private room,Manhattan,357,112.9760065
39940143,1,Private room,Manhattan,732,25.76806731
39941248,2,Entire home/apt,Manhattan,589,117.7278857
39941800,2,Entire home/apt,Manhattan,121,308.2509743
39942352,2,Entire home/apt,Brooklyn,614,110.7462563
39942904,1,Private room,Brooklyn,697,51.03825416
39943457,1,Private room,Brooklyn,616,23.7449057
39944009,1,Entire home/apt,Manhattan,426,164.8937228
39945114,1,Entire home/apt,Manhattan,328,122.3409276
39945666,2,Entire home/apt,Manhattan,877,122.5007108
39946218,1,Entire home/apt,Manhattan,137,290.4733768
39948427,1,Private room,Manhattan,1189,0.0
39948980,1,Entire home/apt,Brooklyn,121,338.0493531
39949532,1,Private room,Queens,543,104.793608
39951189,1,Entire home/apt,Manhattan,439,107.3775185
39951741,1,Private room,Brooklyn,881,10.45789728
39952294,3,Entire home/apt,Brooklyn,908,120.2923434
39952846,2,Entire home/apt,Manhattan,738,112.5082599
39953398,2,Entire home/apt,Brooklyn,973,96.26948714
39955055,1,Private room,Manhattan,268,79.47983031
39956160,2,Entire home/apt,Manhattan,670,66.24935553
39956712,1,Entire home/apt,Manhattan,475,154.4785157
39957264,2,Entire home/apt,Queens,369,172.2084077
39957817,1,Private room,Manhattan,873,80.04552235
39958369,1,Private room,Brooklyn,140,208.6210246
39958921,1,Private room,Manhattan,959,110.863309
39960026,1,Private room,Brooklyn,282,127.978841
39961130,2,Entire home/apt,Manhattan,851,78.51771129
39961683,1,Entire home/apt,Manhattan,782,82.57000853
39962235,2,Entire home/apt,Brooklyn,649,116.0761812
39962787,1,Private room,Manhattan,360,127.5029645
39963892,3,Entire home/apt,Brooklyn,949,95.18263848
39964444,2,Entire home/apt,Brooklyn,1092,57.16850437
39965549,1,Private room,Brooklyn,563,57.98336666
39966101,1,Private room,Brooklyn,764,48.92911225
39966653,1,Entire home/apt,Brooklyn,972,61.18467347
39967206,1,Private room,Manhattan,580,98.32544482
39967758,1,Private room,Manhattan,403,113.3657555
39968310,1,Private room,Manhattan,967,57.59980091
39968863,1,Private room,Queens,1165,0.0
39969415,1,Entire home/apt,Manhattan,714,102.865607
39969967,4,Entire home/apt,Brooklyn,1076,40.63224517
39970519,1,Private room,Manhattan,835,45.60784853
39971624,1,Private room,Brooklyn,123,248.0912035
39972729,1,Private room,Manhattan,1078,89.02044241
39973833,1,Entire home/apt,Manhattan,258,212.418885
39974386,1,Private room,Brooklyn,1056,1.744142774
39974938,3,Entire home/apt,Manhattan,884,92.72666676
39975490,3,Entire home/apt,Brooklyn,1135,83.64099089
39976595,1,Private room,Brooklyn,366,106.6327105
39977699,3,Entire home/apt,Brooklyn,712,90.29359926
39978252,3,Entire home/apt,Manhattan,755,122.4693541
39978804,1,Private room,Manhattan,349,126.8174822
39979356,1,Private room,Manhattan,472,108.2898569
39979909,1,Entire home/apt,Manhattan,1160,132.9295479
39980461,2,Entire home/apt,Manhattan,627,109.0173279
39981013,1,Private room,Manhattan,210,154.8619524
39981565,3,Entire home/apt,Manhattan,596,125.4017395
39982670,3,Entire home/apt,Brooklyn,1197,62.32139108
39983775,2,Entire home/apt,Manhattan,576,145.3824826
39984327,1,Entire home/apt,Manhattan,73,361.0
39985432,4,Entire home/apt,Brooklyn,1102,66.0641458
39985984,1,Private room,Manhattan,767,76.71339666
39986536,1,Private room,Queens,410,112.5189441
39987088,1,Private room,Bronx,321,53.78218588
39987641,1,Entire home/apt,Manhattan,690,77.67539121
39988193,1,Entire home/apt,Manhattan,324,149.2310216
39988745,1,Entire home/apt,Queens,268,187.5534565
39989298,2,Entire home/apt,Brooklyn,508,122.5362857
39989850,2,Entire home/apt,Manhattan,630,82.92515286
39990955,2,Entire home/apt,Brooklyn,1023,45.99143884
39991507,1,Entire home/apt,Brooklyn,139,262.5740428
39992059,1,Private room,Manhattan,942,59.45682779
39992611,1,Private room,Brooklyn,663,80.48430444
39993716,1,Private room,Brooklyn,462,68.73486091
39994268,1,Entire home/apt,Manhattan,913,65.67076282
39994821,1,Entire home/apt,Brooklyn,76,364.0
39996478,3,Entire home/apt,Manhattan,742,115.6175546
39997030,3,Entire home/apt,Brooklyn,671,96.87865992
39997582,1,Private room,Queens,272,99.36952066
39998134,1,Entire home/apt,Manhattan,167,220.0530574
39998687,1,Private room,Manhattan,144,228.3223892
39999239,1,Entire home/apt,Manhattan,1164,72.40031841
39999791,1,Private room,Manhattan,177,178.0214101
40000896,2,Entire home/apt,Queens,639,95.74616461
40002001,2,Entire home/apt,Brooklyn,259,149.2077771
40002553,1,Private room,Brooklyn,844,29.60977463
40003105,3,Entire home/apt,Brooklyn,532,130.0016784
40003657,1,Entire home/apt,Queens,163,242.0490795
40004762,1,Private room,Manhattan,181,190.2333557
40005867,4,Entire home/apt,Queens,1164,27.47603798
40006419,2,Entire home/apt,Manhattan,736,107.825671
40007524,1,Entire home/apt,Queens,95,352.8644562
40008628,1,Private room,Brooklyn,201,149.8660068
40009180,1,Entire home/apt,Brooklyn,909,80.05124358
40009733,4,Entire home/apt,Brooklyn,1112,82.25792672
40010285,4,Entire home/apt,Brooklyn,637,75.94262964
40011942,1,Entire home/apt,Manhattan,840,94.30895275
40012494,1,Entire home/apt,Brooklyn,381,131.3832594
40013047,1,Entire home/apt,Manhattan,256,145.1930615
40013599,1,Private room,Manhattan,660,95.33724921
40014151,1,Private room,Brooklyn,50,363.0
40014703,2,Entire home/apt,Brooklyn,795,110.7752417
40015256,1,Private room,Brooklyn,221,159.0442383
40016913,1,Private room,Brooklyn,611,15.0601662
40017465,1,Private room,Brooklyn,895,32.21748443
40018017,2,Entire home/apt,Brooklyn,698,109.1198251
40018570,1,Private room,Brooklyn,443,115.7882442
40020226,1,Entire home/apt,Brooklyn,150,225.3045375
40021331,1,Private room,Manhattan,541,142.1588858
40021883,1,Entire home/apt,Manhattan,439,139.9243299
40022436,1,Private room,Manhattan,581,74.44044287
40022988,1,Entire home/apt,Manhattan,1097,53.85596259
40024093,1,Entire home/apt,Manhattan,526,136.9194093
40024645,2,Entire home/apt,Manhattan,504,133.5301438
40025749,1,Private room,Manhattan,270,131.0473594
40026302,1,Private room,Brooklyn,227,139.9634268
40027406,2,Entire home/apt,Manhattan,570,122.2877367
40027959,1,Shared room,Manhattan,201,109.9404505
40028511,1,Entire home/apt,Brooklyn,75,362.0
40029616,1,Private room,Brooklyn,94,306.3425594
40030168,1,Entire home/apt,Brooklyn,234,209.4117616
40030720,1,Private room,Brooklyn,342,118.9114168
40031825,1,Private room,Brooklyn,884,43.43735739
40032929,1,Private room,Brooklyn,497,112.5658616
40034586,1,Entire home/apt,Brooklyn,316,157.9454695
40035139,1,Private room,Bronx,784,23.45475922
40035691,1,Entire home/apt,Brooklyn,256,176.280067
40036243,1,Entire home/apt,Brooklyn,830,111.4387286
40037900,1,Entire home/apt,Manhattan,424,104.4504751
40039557,2,Entire home/apt,Brooklyn,185,211.8741784
40040109,2,Entire home/apt,Manhattan,1079,55.27010675
40040662,1,Entire home/apt,Manhattan,760,107.2914592
40041214,3,Entire home/apt,Brooklyn,626,115.2921224
40041766,1,Private room,Brooklyn,883,81.48457389
40042871,1,Entire home/apt,Manhattan,114,362.0
40043423,1,Private room,Brooklyn,852,89.528598
40043975,1,Entire home/apt,Manhattan,553,106.6642863
40044528,1,Private room,Manhattan,1153,0.0
40045632,1,Private room,Manhattan,317,76.91904719
40046185,1,Private room,Brooklyn,842,80.64012689
40047841,1,Entire home/apt,Queens,1017,60.27276994
40048394,1,Private room,Brooklyn,785,51.95002403
40049498,1,Entire home/apt,Manhattan,201,231.1071568
40050051,1,Entire home/apt,Manhattan,610,110.848497
40050603,2,Entire home/apt,Manhattan,968,39.85750076
40051155,1,Private room,Manhattan,637,60.87703325
40051708,1,Entire home/apt,Brooklyn,721,69.51953931
40052260,1,Private room,Brooklyn,93,327.8861796
40052812,4,Entire home/apt,Brooklyn,877,85.99108576
40053364,1,Entire home/apt,Manhattan,175,249.8637804
40053917,1,Entire home/apt,Manhattan,315,109.3963393
40055021,1,Private room,Manhattan,207,172.1427229
40055574,1,Private room,Manhattan,548,85.40495688
40056678,2,Entire home/apt,Manhattan,509,100.7710908
40057231,1,Private room,Brooklyn,906,62.08385323
40057783,1,Private room,Brooklyn,127,257.9642568
40058335,1,Private room,Brooklyn,199,148.2786055
40058887,1,Private room,Brooklyn,244,145.3406599
40059440,2,Entire home/apt,Manhattan,1142,61.15909737
40059992,1,Entire home/apt,Brooklyn,181,188.7103243
40060544,2,Entire home/apt,Brooklyn,701,100.0978123
40061097,1,Private room,Brooklyn,894,87.58603973
40062201,1,Private room,Brooklyn,1022,15.32598764
40062754,1,Entire home/apt,Manhattan,341,156.0087567
40064963,4,Entire home/apt,Queens,802,125.9246348
40065515,1,Private room,Queens,1081,52.78606246
40066067,1,Private room,Manhattan,736,96.70894235
40066620,1,Private room,Manhattan,1077,28.29560978
40067172,1,Entire home/apt,Brooklyn,400,132.5678984
40068277,1,Entire home/apt,Manhattan,417,141.5857219
40068829,1,Private room,Brooklyn,674,24.94206881
40069381,1,Private room,Brooklyn,1025,45.78544662
40070486,2,Entire home/apt,Brooklyn,981,54.0005812
40071038,1,Private room,Manhattan,727,63.49702034
40071590,1,Private room,Brooklyn,336,120.6324927
40072143,1,Entire home/apt,Brooklyn,67,363.0
40072695,2,Entire home/apt,Brooklyn,505,122.0932436
40073247,1,Entire home/apt,Manhattan,890,107.2655176
40073800,1,Entire home/apt,Brooklyn,481,115.4669791
40074352,1,Private room,Queens,857,50.70278305
40075456,3,Entire home/apt,Brooklyn,680,89.62271439
40076009,2,Entire home/apt,Manhattan,565,125.5342176
40077113,1,Private room,Brooklyn,598,98.32431145
40077666,4,Entire home/apt,Manhattan,1100,45.82738787
40078218,1,Entire home/apt,Manhattan,461,132.9109538
40078770,1,Entire home/apt,Manhattan,463,92.56715737
40080427,1,Entire home/apt,Manhattan,367,168.055585
40080979,2,Entire home/apt,Manhattan,684,90.54487375
40081532,1,Entire home/apt,Brooklyn,334,135.9231269
40082084,1,Private room,Manhattan,377,111.5618946
40082636,1,Private room,Brooklyn,989,57.85645839
40083189,1,Entire home/apt,Brooklyn,423,153.1250248
40083741,1,Private room,Brooklyn,1006,40.02058521
40084293,1,Private room,Bronx,534,88.35055799
40084846,1,Entire home/apt,Manhattan,1200,67.03129778
40085398,1,Private room,Brooklyn,397,79.5155037
40085950,1,Entire home/apt,Brooklyn,518,144.561469
40086502,1,Entire home/apt,Manhattan,389,179.804858
40087055,1,Private room,Brooklyn,420,78.39568744
40087607,1,Private room,Manhattan,164,233.9727372
40088159,1,Private room,Manhattan,273,129.2246352
40088712,1,Private room,Brooklyn,699,66.29090147
40089264,2,Entire home/apt,Brooklyn,492,112.0765712
40089816,1,Entire home/apt,Brooklyn,239,168.3449766
40090369,4,Entire home/apt,Queens,1025,77.6029398
40091473,1,Entire home/apt,Manhattan,294,205.6177197
40092578,3,Entire home/apt,Brooklyn,500,107.073561
40093682,1,Private room,Brooklyn,473,131.7086438
40094235,1,Private room,Manhattan,167,233.7595901
40094787,2,Entire home/apt,Manhattan,961,86.65316086
40095339,1,Private room,Brooklyn,486,91.63014406
40095892,4,Entire home/apt,Brooklyn,1179,72.47637589
40096444,1,Private room,Manhattan,1002,109.8293907
40096996,1,Private room,Brooklyn,510,52.72025815
40098101,2,Entire home/apt,Brooklyn,99,361.0
40098653,1,Private room,Manhattan,1185,52.26015515
40099205,1,Entire home/apt,Brooklyn,94,364.4663212
40099758,2,Entire home/apt,Brooklyn,786,110.5848645
40100310,1,Entire home/apt,Manhattan,95,362.0
40100862,1,Private room,Manhattan,328,81.93369452
40101415,4,Entire home/apt,Manhattan,1039,125.7794444
40101967,1,Private room,Brooklyn,399,111.207575
40103071,1,Private room,Brooklyn,949,55.65512966
40104176,1,Private room,Manhattan,1068,0.0
40104728,1,Entire home/apt,Manhattan,422,156.5013025
40105281,1,Entire home/apt,Manhattan,1037,89.4400546
40105833,1,Private room,Brooklyn,52,361.0
40106385,1,Private room,Manhattan,827,63.19555229
40106938,1,Private room,Manhattan,782,82.97206479
40108042,1,Private room,Manhattan,726,78.19229607
40108594,1,Entire home/apt,Brooklyn,468,114.5044871
40109147,1,Private room,Brooklyn,768,124.9386173
40110251,1,Entire home/apt,Brooklyn,205,179.6625848
40110804,2,Entire home/apt,Brooklyn,937,89.9309188
40111356,2,Entire home/apt,Brooklyn,668,50.14775775
40111908,4,Entire home/apt,Brooklyn,890,82.63203884
40112461,3,Entire home/apt,Brooklyn,829,100.5896198
40113013,2,Entire home/apt,Manhattan,777,122.1582859
40114117,2,Entire home/apt,Manhattan,771,78.34844276
40114670,1,Entire home/apt,Manhattan,738,99.27855831
40115222,1,Private room,Brooklyn,906,55.58051987
40115774,1,Private room,Brooklyn,837,66.3844465
40116327,1,Entire home/apt,Manhattan,607,125.2432213
40116879,1,Entire home/apt,Queens,164,215.1975362
40117431,3,Entire home/apt,Brooklyn,839,92.90979271
40117984,4,Entire home/apt,Brooklyn,590,112.9680589
40118536,1,Private room,Brooklyn,142,187.1975543
40119640,2,Entire home/apt,Manhattan,380,164.9278354
40120193,1,Private room,Brooklyn,226,117.8954409
40120745,1,Private room,Brooklyn,995,67.1024716
40121850,1,Private room,Brooklyn,811,46.42767178
40122954,2,Entire home/apt,Manhattan,842,96.72835073
40123507,2,Entire home/apt,Manhattan,573,122.8630712
40124059,1,Entire home/apt,Manhattan,316,180.3759739
40124611,3,Entire home/apt,Manhattan,1049,105.845216
40125163,3,Entire home/apt,Manhattan,692,85.6058444
40125716,1,Private room,Brooklyn,119,246.3299704
40126820,3,Entire home/apt,Brooklyn,1043,98.13277209
40127373,1,Entire home/apt,Queens,367,155.5055371
40128477,1,Private room,Brooklyn,600,91.95883745
40129030,1,Entire home/apt,Brooklyn,218,220.8550087
40130134,1,Private room,Brooklyn,545,50.20450195
40130686,1,Private room,Manhattan,231,185.4756069
40131239,1,Private room,Brooklyn,1121,67.18060473
40131791,4,Entire home/apt,Queens,1031,113.9619664
40132896,1,Shared room,Brooklyn,428,57.71410762
40133448,2,Entire home/apt,Brooklyn,820,102.7531217
40134000,1,Private room,Queens,359,140.4064247
40135105,2,Entire home/apt,Brooklyn,725,116.2336708
40135657,1,Private room,Manhattan,533,29.7974666
40136209,1,Private room,Manhattan,479,94.2167939
40137314,1,Entire home/apt,Brooklyn,1107,66.37045432
40137866,2,Entire home/apt,Manhattan,969,113.8058737
40138971,1,Entire home/apt,Manhattan,461,106.4666858
40139523,1,Private room,Manhattan,715,87.95508094
40140076,2,Entire home/apt,Brooklyn,153,254.9683047
40141732,1,Entire home/apt,Brooklyn,104,294.8945826
40142285,1,Private room,Manhattan,1136,36.8088676
40142837,1,Entire home/apt,Brooklyn,411,144.3735103
40143389,1,Private room,Brooklyn,1123,64.91119985
40143942,1,Entire home/apt,Manhattan,83,362.0
40144494,1,Private room,Brooklyn,170,192.5255514
40145046,2,Entire home/apt,Manhattan,890,62.68114312
40146703,1,Entire home/apt,Brooklyn,64,365.0
40147808,2,Entire home/apt,Brooklyn,759,101.2385202
40148912,2,Entire home/apt,Manhattan,238,201.6023172
40149465,2,Entire home/apt,Manhattan,436,140.5991131
40150017,1,Entire home/apt,Brooklyn,293,182.0086801
40150569,1,Private room,Queens,1101,56.96493569
40151122,2,Entire home/apt,Brooklyn,77,365.0
40151674,1,Private room,Manhattan,1174,20.22528521
40152226,1,Private room,Brooklyn,761,52.20132079
40152778,1,Private room,Brooklyn,873,56.22655904
40153331,1,Private room,Brooklyn,482,55.55977146
40154435,1,Entire home/apt,Manhattan,1147,24.18336546
40154988,1,Private room,Queens,573,130.2383118
40155540,1,Private room,Queens,146,214.7855849
40156092,1,Private room,Manhattan,681,97.3804739
40157197,3,Entire home/apt,Brooklyn,890,98.46560038
40157749,4,Entire home/apt,Brooklyn,988,83.01269336
40158301,1,Private room,Manhattan,254,105.445404
40159958,1,Entire home/apt,Manhattan,1183,77.95387006
40160511,1,Entire home/apt,Brooklyn,319,169.894599
40161615,1,Private room,Queens,488,101.0597059
40162168,1,Shared room,Manhattan,1122,0.0
40162720,1,Private room,Queens,976,21.65239479
40163272,1,Private room,Brooklyn,253,111.9295306
40163824,1,Private room,Manhattan,1096,16.04906952
40164377,1,Entire home/apt,Manhattan,679,106.79571
40165481,1,Private room,Brooklyn,955,89.70913054
40166586,2,Entire home/apt,Manhattan,928,109.3272155
40167138,1,Entire home/apt,Manhattan,403,166.127013
40167691,1,Entire home/apt,Brooklyn,910,79.4058031
40168243,2,Entire home/apt,Manhattan,437,58.71914607
40169347,1,Entire home/apt,Manhattan,546,137.1786875
40170452,1,Private room,Brooklyn,352,95.64334916
40171004,1,Private room,Manhattan,560,34.68420163
40171557,2,Entire home/apt,Brooklyn,53,361.0
40172661,1,Private room,Manhattan,920,51.48639056
40173766,1,Entire home/apt,Brooklyn,287,176.9521152
40175423,1,Private room,Bronx,788,40.28999136
40175975,1,Entire home/apt,Brooklyn,122,277.2709722
40176527,1,Private room,Manhattan,377,108.3706024
40177080,1,Private room,Brooklyn,231,147.2307718
40177632,2,Entire home/apt,Brooklyn,567,116.9189278
40178184,1,Entire home/apt,Brooklyn,143,297.2658994
40178737,1,Entire home/apt,Manhattan,299,144.8205498
40180393,1,Private room,Brooklyn,812,30.3992741
40180946,1,Entire home/apt,Manhattan,418,162.6977837
40181498,1,Entire home/apt,Manhattan,359,162.5960442
40182050,1,Private room,Brooklyn,663,47.58371771
40182603,1,Private room,Brooklyn,153,174.2851301
40183155,1,Private room,Brooklyn,731,68.83308855
40183707,1,Entire home/apt,Manhattan,100,364.0
40185364,3,Entire home/apt,Brooklyn,1195,45.82894925
40186469,2,Entire home/apt,Manhattan,617,86.90670721
40187021,1,Entire home/apt,Brooklyn,151,272.6877138
40188126,1,Private room,Brooklyn,988,26.16076655
40188678,1,Private room,Brooklyn,748,41.70970605
40189230,1,Entire home/apt,Brooklyn,1085,109.8257177
40189783,1,Private room,Brooklyn,422,113.988871
40191439,1,Entire home/apt,Manhattan,716,136.5879629
40191992,1,Entire home/apt,Brooklyn,219,181.492639
40192544,2,Entire home/apt,Brooklyn,934,136.5566184
40193649,1,Entire home/apt,Manhattan,80,364.0
40194201,4,Entire home/apt,Brooklyn,932,102.7234378
40194753,1,Shared room,Manhattan,1090,13.33501015
40195306,1,Entire home/apt,Manhattan,729,137.3876879
40195858,2,Entire home/apt,Brooklyn,457,89.94844901
40196410,4,Entire home/apt,Manhattan,883,77.82715817
40196962,1,Entire home/apt,Manhattan,473,166.8281488
40197515,3,Entire home/apt,Brooklyn,941,83.43293505
40198619,1,Private room,Brooklyn,184,147.1120158
40199172,1,Private room,Manhattan,629,142.657273
40199724,1,Private room,Brooklyn,213,115.2291086
40200276,1,Private room,Brooklyn,931,79.48267929
40200829,1,Entire home/apt,Brooklyn,78,363.0
40202485,2,Entire home/apt,Manhattan,1018,31.71811146
40203038,1,Entire home/apt,Manhattan,190,246.5218309
40203590,2,Entire home/apt,Queens,735,137.9730991
40204142,1,Entire home/apt,Manhattan,496,137.2427339
40205799,1,Entire home/apt,Manhattan,1109,58.07885454
40206352,1,Entire home/apt,Brooklyn,579,120.6019917
40206904,1,Private room,Manhattan,1167,0.0
40208008,3,Entire home/apt,Manhattan,854,91.82064906
40208561,2,Entire home/apt,Brooklyn,669,101.6862222
40209113,1,Entire home/apt,Manhattan,204,187.8095698
40210218,1,Private room,Manhattan,933,31.56625012
40210770,1,Entire home/apt,Manhattan,128,361.6509245
40211875,1,Private room,Manhattan,650,85.75115247
40212427,1,Private room,Brooklyn,655,51.97841327
40212979,1,Private room,Queens,1178,40.59554549
40213531,4,Entire home/apt,Queens,333,125.5018757
40215188,1,Entire home/apt,Manhattan,214,245.777356
40215741,1,Private room,Manhattan,697,57.37524796
40216293,1,Private room,Brooklyn,352,121.407135
40216845,1,Private room,Queens,384,126.1381198
40217398,1,Private room,Queens,456,60.09261075
40217950,1,Private room,Brooklyn,344,99.76694326
40218502,3,Entire home/apt,Manhattan,1035,85.73779183
40219607,2,Entire home/apt,Manhattan,1036,57.07733886
40220711,1,Private room,Manhattan,804,52.46801863
40221264,3,Entire home/apt,Brooklyn,1097,62.84443713
40221816,1,Entire home/apt,Manhattan,463,103.0594816
40222368,1,Entire home/apt,Manhattan,541,105.9276361
40224025,1,Private room,Manhattan,437,118.5040417
40224577,1,Entire home/apt,Manhattan,59,365.0
40225682,1,Private room,Queens,1142,24.31809636
40226234,2,Entire home/apt,Manhattan,353,115.0094924
40226787,1,Private room,Brooklyn,512,108.1721383
40227339,1,Entire home/apt,Manhattan,768,134.2269924
40227891,2,Entire home/apt,Brooklyn,499,133.0949308
40228996,1,Entire home/apt,Manhattan,380,180.6046669
40229548,1,Entire home/apt,Brooklyn,849,96.78035801
40230653,1,Entire home/apt,Brooklyn,342,141.4184857
